Design	to	image	projectLogo	id	date	collectionAddress	createdBy	media	background_color	Marketing	project	addresses	image_ipfs	yearCreated	attributes	google_image	home_url	collection_name	owner	artDesc	values	sealed	totalValue	tokenId	artist	Development	collection	transparent_image	live	fee_recipient	ipfs_image	website	youtube_url	high_quality_image	name	external_url	platform	hash	dynamic	compiler	thumbnail_url	maxTokens	private	probability	network	dropVersion	tokenHash	claimedBy	signature	seller_fee_basis_points	edition	dapp	is_dynamic	origDescription	tags	token_id	rewrites	state	nonce	transparent_animation_url	dailyYield	description	success	imageHash	image_url	ipfs	image_medium	curation_status	year	rarity	status	dna	transparent_staked_url	license	image_small	animation_url	image_large	ownedImage
		ipfs://QmXGWG4LCVtkK5LmAwuV7LDNEAAF5NWF6Z4aDcUKG8gcY5/104.png													trait_type,value												0x48E2CC829BfC611E822134a42D4F7646Ae51b2da																																																			
Luca		https://api.martianmisfits.com/msft/images/105.png			1634727756574					Marvin					trait_type,value											Max	0xc19E06734501445d02CfB886f8B112AA445A706c								Martian Misfit #105																105											This is be										9947d1ebb4948d12694fcb79c397f6564983fc40						
Luca		https://api.martianmisfits.com/msft/images/140.png			1634727781008					Marvin					trait_type,value											Max	0xc19E06734501445d02CfB886f8B112AA445A706c								Martian Misfit #140																140											This is be										e437483d79754efb74d50caaf98c8cb29e0666bf						
Luca		https://api.martianmisfits.com/msft/images/141.png			1634727781661					Marvin					trait_type,value											Max	0xc19E06734501445d02CfB886f8B112AA445A706c								Martian Misfit #141																141											This is be										0080f89cbcb5fd38d6ddf707ed29fced266012ab						
		ipfs://Qmdfdnrsf37uxSjQiMBHe3Scer1opxNdLmhKK53Tm7gqJH/1.png			1634931681618										trait_type,value												0x33E1977d6593050520b1FE2D5c586376ad07046d								#1					HashLips Art Engine											1											4,444 uniq										2da510619e56e962de7ae742e1fce57a12f93741						
		ipfs://Qmdfdnrsf37uxSjQiMBHe3Scer1opxNdLmhKK53Tm7gqJH/1.png			1634931681618										trait_type,value												0x33E1977d6593050520b1FE2D5c586376ad07046d								#1					HashLips Art Engine											1											4,444 uniq										2da510619e56e962de7ae742e1fce57a12f93741						
		ipfs://Qmdfdnrsf37uxSjQiMBHe3Scer1opxNdLmhKK53Tm7gqJH/10.png			1634931694704										trait_type,value												0x33E1977d6593050520b1FE2D5c586376ad07046d								#10					HashLips Art Engine											10											4,444 uniq										fc981219a7c7468f25046e5a3f9778dd29141556						
		https://ipfs.infura.io/ipfs/QmawxkaE2HsDYv6jfrZXzFGUKCxpiZ5m4v6DMrnEahLvkH													trait_type,value												0xDf93E81F3231AfAEA101861ea3F6Ca109fB075Aa								Bad Baby Dinos #1013																											Bad Baby D																
		https://ipfs.infura.io/ipfs/QmcaMgj5vj9gSFj7hfP2cSEzZSUkJB23YVj1dMP1rUdiSg													trait_type,value												0xDf93E81F3231AfAEA101861ea3F6Ca109fB075Aa								Bad Baby Dinos #1035																											Bad Baby D																
		https://ipfs.infura.io/ipfs/QmdhZRDfTSdZ4PZ82JjpmRvBiLrzKjrW1dTshPT9Jxu3Fn													trait_type,value												0xDf93E81F3231AfAEA101861ea3F6Ca109fB075Aa								Bad Baby Dinos #1037																											Bad Baby D																
		https://blood-pact.s3.us-east-2.amazonaws.com/blood-pact/1.jpeg													trait_type,value												0x575E08deD42CEADb07FDA9ac399169DFa9bF4f93								 Special Toonie 01 - @sunnysoul18																											Some wonde																
		https://blood-pact.s3.us-east-2.amazonaws.com/blood-pact/11.jpeg													trait_type,value												0x575E08deD42CEADb07FDA9ac399169DFa9bF4f93								Toonie 11																											The Blood 																
		https://blood-pact.s3.us-east-2.amazonaws.com/blood-pact/15.jpeg													trait_type,value												0x575E08deD42CEADb07FDA9ac399169DFa9bF4f93								Toonie 15																											The Blood 																
		https://byopills.mypinata.cloud/ipfs/QmTYSFFgyd5zidyyoRDbXAvBrzxmbUdyJg8dhRBrX1uE59													trait_type,value												0xbD275ce24f32d6cE4e9d9519C55ABe9Bc0ed7fCf								BYOPILL 1																											[Animation									SYNTHESIZED					https://byopills.mypinata.cloud/ipfs/QmWMtcFVkoxNXhS84RmzSTNxEeqe8YQPxBKrGo2rM9HaYk		
		https://byopills.mypinata.cloud/ipfs/QmSDiZQh7NCq7gtmJs4jt8d4ibc29VVPF8y9ByxdfDQ6kf													trait_type,value												0xbD275ce24f32d6cE4e9d9519C55ABe9Bc0ed7fCf								BYOPILL 1001																											[Animation									SYNTHESIZED					https://byopills.mypinata.cloud/ipfs/QmefgxpKHHhQ4gB78W7ZU84uzdHxAUuSw6tSQHxvyCjnKS		
		https://byopills.mypinata.cloud/ipfs/Qma4xHXT2oQJ69sJ2fW37T7WFWJryeWovLrLySonC7HrtM													trait_type,value												0xbD275ce24f32d6cE4e9d9519C55ABe9Bc0ed7fCf								BYOPILL 1002																											[Animation									SYNTHESIZED					https://byopills.mypinata.cloud/ipfs/Qmd8DrK7EE2Ft573LLWBmnD32bcZYekBR7osgBAgLN9HFf		
		https://thingie-renders.s3.ap-northeast-1.amazonaws.com/renders_100/high_res_thingie_100.png													trait_type,value				0xce2eefa06045900e6f8fb075e857d3b292cb616a					100			0x1AFEF6b252cc35Ec061eFe6a9676C90915a73F18	https://thingie-renders.s3.ap-northeast-1.amazonaws.com/renders_100/high_res_transparent_image_100.png																																							https://thingies-compressed.s3.eu-west-1.amazonaws.com/100_864_864.png								https://thingies-compressed.s3.eu-west-1.amazonaws.com/100_432_432.png	https://thingie-renders.s3.ap-northeast-1.amazonaws.com/renders_100/thingie_vid_100.mp4	https://thingies-compressed.s3.eu-west-1.amazonaws.com/100_1296_1296.png	
		https://thingie-renders.s3.ap-northeast-1.amazonaws.com/renders_1001/high_res_thingie_1001.png													trait_type,value				0x7f931ec7fab3abf3a17a669f55d85bb6516c7e08					1001			0x1AFEF6b252cc35Ec061eFe6a9676C90915a73F18	https://thingie-renders.s3.ap-northeast-1.amazonaws.com/renders_1001/high_res_transparent_image_1001.png																																							https://thingies-compressed.s3.eu-west-1.amazonaws.com/1001_864_864.png								https://thingies-compressed.s3.eu-west-1.amazonaws.com/1001_432_432.png	https://thingie-renders.s3.ap-northeast-1.amazonaws.com/renders_1001/thingie_vid_1001.mp4	https://thingies-compressed.s3.eu-west-1.amazonaws.com/1001_1296_1296.png	
		https://thingie-renders.s3.ap-northeast-1.amazonaws.com/renders_1002/high_res_thingie_1002.png													trait_type,value				0xa3ab4b386ac7ccf56cbae0f8477483d5e7ac7a3b					1002			0x1AFEF6b252cc35Ec061eFe6a9676C90915a73F18	https://thingie-renders.s3.ap-northeast-1.amazonaws.com/renders_1002/high_res_transparent_image_1002.png																																							https://thingies-compressed.s3.eu-west-1.amazonaws.com/1002_864_864.png								https://thingies-compressed.s3.eu-west-1.amazonaws.com/1002_432_432.png	https://thingie-renders.s3.ap-northeast-1.amazonaws.com/renders_1002/thingie_vid_1002.mp4	https://thingies-compressed.s3.eu-west-1.amazonaws.com/1002_1296_1296.png	
		ipfs://QmaQz3MMhKmFCNy7cSkqA6dcuAkR1wQhwkyVgKMbBzuYxc/100.jpg													trait_type,value												0x78ae7B98065d533897d337D938dC71B458447976								Toad #100																											**Become a																
		ipfs://QmaQz3MMhKmFCNy7cSkqA6dcuAkR1wQhwkyVgKMbBzuYxc/101.jpg													trait_type,value												0x78ae7B98065d533897d337D938dC71B458447976								Toad #101																											**Become a																
		ipfs://QmaQz3MMhKmFCNy7cSkqA6dcuAkR1wQhwkyVgKMbBzuYxc/102.jpg													trait_type,value												0x78ae7B98065d533897d337D938dC71B458447976								Toad #102																											**Become a																
		ipfs://QmUs4WQP47QKGwzPLjVMmhqTbspJfAC344abDEE2UT52HF/1.png													trait_type,value												0x364C828eE171616a39897688A831c2499aD972ec								The Byzantine General																1																											
		ipfs://QmUs4WQP47QKGwzPLjVMmhqTbspJfAC344abDEE2UT52HF/10.png													trait_type,value												0x364C828eE171616a39897688A831c2499aD972ec								CL																10																											
		ipfs://QmUs4WQP47QKGwzPLjVMmhqTbspJfAC344abDEE2UT52HF/100.png													trait_type,value												0x364C828eE171616a39897688A831c2499aD972ec								Sappy Seal #100																100																											
		https://gateway.pinata.cloud/ipfs/QmP2LD1xCt1rZRk1wkLeBRxVmHR5VZ7PbCvkriDP5pZre1/10.png													trait_type,value												0x09F643Dd754fc4effD1d2DdCf0143B54122F5aEB								Bear #10																											The most v																
		https://gateway.pinata.cloud/ipfs/QmP2LD1xCt1rZRk1wkLeBRxVmHR5VZ7PbCvkriDP5pZre1/1020.png													trait_type,value												0x09F643Dd754fc4effD1d2DdCf0143B54122F5aEB								Bear #1020																											The most v																
		https://gateway.pinata.cloud/ipfs/QmP2LD1xCt1rZRk1wkLeBRxVmHR5VZ7PbCvkriDP5pZre1/1022.png													trait_type,value												0x09F643Dd754fc4effD1d2DdCf0143B54122F5aEB								Bear #1022																											The most v																
		https://datafordogs.com/metadata/1049.png			1636016241713										trait_type,value												0x6CbAFC33bA468aA479b706fC613e575E49E21886								Party Dog #1049					HashLips Art Engine											1049											Welcome to										4f69dd856963100606fc2675117f4ff58ccd50b7						
		https://datafordogs.com/metadata/1050.png			1636016243711										trait_type,value												0x6CbAFC33bA468aA479b706fC613e575E49E21886								Party Dog #1050					HashLips Art Engine											1050											Welcome to										1a58e8e296488444c0b13d400fe8cedcf60df988						
		https://datafordogs.com/metadata/1050.png			1636016243711										trait_type,value												0x6CbAFC33bA468aA479b706fC613e575E49E21886								Party Dog #1050					HashLips Art Engine											1050											Welcome to										1a58e8e296488444c0b13d400fe8cedcf60df988						
															trait_type,value		https://app.poap.xyz/token/1006761										0x22C1f6050E56d2876009903609a2cC3fEf83B415								Metamask 10 Million Users Party	https://api.poap.xyz/metadata/6844/1006761																			['poap', 'event']							Metamask c			https://assets.poap.xyz/metamask-10-million-users-party-2021-logo-1630615016139.png				2021									
															trait_type,value		https://app.poap.xyz/token/1006949										0x22C1f6050E56d2876009903609a2cC3fEf83B415								Metamask 10 Million Users Party	https://api.poap.xyz/metadata/6844/1006949																			['poap', 'event']							Metamask c			https://assets.poap.xyz/metamask-10-million-users-party-2021-logo-1630615016139.png				2021									
															trait_type,value		https://app.poap.xyz/token/1007894										0x22C1f6050E56d2876009903609a2cC3fEf83B415								Metamask 10 Million Users Party	https://api.poap.xyz/metadata/6844/1007894																			['poap', 'event']							Metamask c			https://assets.poap.xyz/metamask-10-million-users-party-2021-logo-1630615016139.png				2021									
		https://gateway.pinata.cloud/ipfs/QmXDo9jFRd3t64e2SmotojWgGELH9JCD5ytCishBMdKHTr/1014.png													trait_type,value												0xb894E12536486141158Bc26684bDef85eA90379a								Bull #1014																											The most v																
		https://gateway.pinata.cloud/ipfs/QmXDo9jFRd3t64e2SmotojWgGELH9JCD5ytCishBMdKHTr/1032.png													trait_type,value												0xb894E12536486141158Bc26684bDef85eA90379a								Bull #1032																											The most v																
		https://gateway.pinata.cloud/ipfs/QmXDo9jFRd3t64e2SmotojWgGELH9JCD5ytCishBMdKHTr/1035.png													trait_type,value												0xb894E12536486141158Bc26684bDef85eA90379a								Bull #1035																											The most v																
		ipfs://QmenBw84s1QD9jVLf4aFDMxYv7Wt3ug3p1r6LtPkECk7A4/10.png													trait_type,value												0x90cfCE78f5ED32f9490fd265D16c77a8b5320Bd4								FOMO Dog #10																																											
		ipfs://QmQ4xRY2uvc4nW3YevYfTJjbLcC63QTNRDQeKTwdyF2fyQ/10.png													trait_type,value												0x90cfCE78f5ED32f9490fd265D16c77a8b5320Bd4								FOMO Dog #10																																											
		ipfs://QmenBw84s1QD9jVLf4aFDMxYv7Wt3ug3p1r6LtPkECk7A4/100.png													trait_type,value												0x90cfCE78f5ED32f9490fd265D16c77a8b5320Bd4								FOMO Dog #100																																											
		https://gateway.pinata.cloud/ipfs/QmbHveUzkmveyBVrYb6EhyTBfM2ecHwEsmzVnQXeurUitX/Duckling.jpg													trait_type,value,display_type									5877			0x9BE46EFa5E99dE9b1bA7219f90C8b77293d83255								Duckling	https://cryptozoo.co								7.75		1															212									Uncommon								
		https://gateway.pinata.cloud/ipfs/QmbHveUzkmveyBVrYb6EhyTBfM2ecHwEsmzVnQXeurUitX/Butterfly.jpg													trait_type,value,display_type									5881			0x9BE46EFa5E99dE9b1bA7219f90C8b77293d83255								Butterfly	https://cryptozoo.co								13.75		1															121									Common								
		https://gateway.pinata.cloud/ipfs/QmbHveUzkmveyBVrYb6EhyTBfM2ecHwEsmzVnQXeurUitX/Elk.jpg													trait_type,value,display_type									5883			0x9BE46EFa5E99dE9b1bA7219f90C8b77293d83255								Elk	https://cryptozoo.co								7.75		1															212									Uncommon								
		https://gateway.pinata.cloud/ipfs/QmVqMYxaEkifE7FoMkdNtryXhPNgHwA89msFQUBQbEYwKE/images/1007.png													trait_type,value									1007			0xcE25E60A89F200B1fA40f6c313047FFe386992c3								dotdotdot 1007																																											
																											0xcE25E60A89F200B1fA40f6c313047FFe386992c3																																																			
		https://gateway.pinata.cloud/ipfs/QmVqMYxaEkifE7FoMkdNtryXhPNgHwA89msFQUBQbEYwKE/images/1023.png													trait_type,value									1023			0xcE25E60A89F200B1fA40f6c313047FFe386992c3								dotdotdot 1023																																											
		ipfs://QmQGbmh9PdANa3pwWSL1nZ8T6Em7mJH8Weciz6us3yza91/30.png													trait_type,value												0x906642380fD9B7AA726BCe9c6AbeE7378396061B			0x21F9927d306497A56e3469b16784F087Bd1AE0bA					Genesis 2353															500												A playing 																
		ipfs://QmQGbmh9PdANa3pwWSL1nZ8T6Em7mJH8Weciz6us3yza91/27.png													trait_type,value												0x906642380fD9B7AA726BCe9c6AbeE7378396061B			0x21F9927d306497A56e3469b16784F087Bd1AE0bA					Genesis 2350															500												A playing 																
		ipfs://QmQGbmh9PdANa3pwWSL1nZ8T6Em7mJH8Weciz6us3yza91/27.png													trait_type,value												0x906642380fD9B7AA726BCe9c6AbeE7378396061B			0x21F9927d306497A56e3469b16784F087Bd1AE0bA					Genesis 2350															500												A playing 																
		https://api.ethergals.io/gals/10.png													trait_type,value												0xD87CA9651CDAde60CC0b031C2731AeB5Aa722Fb3								EtherGal #10	https://api.ethergals.io/metadata/10.json																										One of 555																
		https://api.ethergals.io/gals/1000.png													trait_type,value												0xD87CA9651CDAde60CC0b031C2731AeB5Aa722Fb3								EtherGal #1000	https://api.ethergals.io/metadata/1000.json																										One of 555																
		https://api.ethergals.io/gals/1001.png													trait_type,value												0xD87CA9651CDAde60CC0b031C2731AeB5Aa722Fb3								EtherGal #1001	https://api.ethergals.io/metadata/1001.json																										One of 555																
		https://imagedelivery.net/Dha_FNOfZR5IUkFv1xQI1g/96e6dd77-dbec-4bcb-9a15-5f819a335900/bat													trait_type,value												0xeE0BA89699A3dd0f08CB516C069D81a762f65E56								Sneaky Bat #100																											Sneaky Vam	True															
		https://imagedelivery.net/Dha_FNOfZR5IUkFv1xQI1g/7c2909f1-017a-405c-4d41-183158ec6300/bat													trait_type,value												0xeE0BA89699A3dd0f08CB516C069D81a762f65E56								Sneaky Bat #1000																											Sneaky Vam	True															
		https://imagedelivery.net/Dha_FNOfZR5IUkFv1xQI1g/74516143-525a-46ff-5d90-e5d3bc602b00/bat													trait_type,value												0xeE0BA89699A3dd0f08CB516C069D81a762f65E56								Sneaky Bat #1001																											Sneaky Vam	True															
	0x177983B6B0f3aB74146F4De029b43c448a9f86AB	https://api.emblemvault.io/s:evmetadata/unframed/ipfs/10010340280235901										"[{'path': ""m/44'/0'/0'/0"", 'address': '1MuWocerSXUcHw8T6zup3c5S7WEcboQeQU', 'coin': 'BTC'}, {'path': ""m/44'/60'/0'/0"", 'address': '0x90B7d3eA4B318563a5c72398eA2d0e688940d7b0', 'coin': 'ETH'}, {'path': ""m/44'/2'/0'/0"", 'address': 'LgYhY5rHLFThxHC3V1AXJvteEMM3xSJgfB', 'coin': 'LTC'}, {'path': ""m/44'/7'/0'/0"", 'address': 'MzBh5USERQzVeQWVSLmovgAzo2tz8pvgoK', 'coin': 'NMC'}, {'path': ""m/44'/20'/0'/0"", 'address': 'DNrKMKDwdFLcAo2grHLrp8yw1uJGqX9DUp', 'coin': 'DGB'}, {'path': ""m/44'/3'/0'/0"", 'address': 'DG4y1Ah2WRsGP9sj7D2KQ1WRXt6SxSxnEJ', 'coin': 'DOGE'}, {'path': ""m/44'/145'/0'/0"", 'address': 'bitcoincash:qpf2rlgta2wljxuw7mxmz8hg2gplm6lp6u2gklt4q7', 'coin': 'BCH'}]"	QmcneHWV1Wg2aivMdWYWpvTig2HCqayoby9egMGoq3sGGY		trait_type,value			Spells of Genesis [Emblem Vault]			[{'coin': 'XCP', 'name': 'SARUTOBICARD', 'balance': 1, 'type': 'nft', 'external_url': 'https://xchain.io/asset/SARUTOBICARD', 'image': 'https://xchain.io/img/cards/SARUTOBICARD.jpg', 'project': 'Spells of Genesis', 'projectLogo': 'spells-of-genesis.jpg', 'projectSite': 'https://spellsofgenesis.com/', 'price': 0, 'percentage': 0}]	False	0	10010340280235901			0x82C7a8f707110f5FBb16184A5933E9F78a34c6ab		True						SARUTOBICARD - Spells of Genesis (2015) - First Ape NFT in history!	https://emblem.finance/nft?id=10010340280235901	Emblem Vault [Ethereum]						False		mainnet				0xb155b8c60a5b41ad48e6357278566301e2942ef9673d8088cfdabdbf54b26a356380b9596ed9a3420e6555982a95d2a09a1d432d36489915e66a62dbeaaabe4f1c				True	"Own a part of history! Spells Of Genesis are the first-ever collectibles on any blockchain (predating even Punks, Curio Cards, and Mooncats) and this card is the first depiction of an ape on an NFT.

Many Counterparty wallets have been lost over the years, thus circulation is likely far lower than stated.

Mint Date: 19/12/2015.  

"					2782339054822762			Own a part				QmZemruK3Tmn1gtC2TxKQguMUKUJrHxbK6Pkz6SUbQCfP3		curated			unclaimed							
	0x6dacCC452902b0668BC35BFe3aFb44fD9F768D29	https://api.emblemvault.io/s:evmetadata/unframed/ipfs/10011981040116601										"[{'path': ""m/44'/0'/0'/0"", 'address': '12KsEjFjgcA6nDWGWMfDFBVCEkCwuEGCeS', 'coin': 'BTC'}, {'path': ""m/44'/60'/0'/0"", 'address': '0xaB017fb55D96581239aa681171d5A33918046EC5', 'coin': 'ETH'}, {'path': ""m/44'/2'/0'/0"", 'address': 'LY4GmrqyyF5hGd8e8XwLh8GUtyscS3dTsw', 'coin': 'LTC'}, {'path': ""m/44'/7'/0'/0"", 'address': 'NKBYGgpgT7ooYWoiZoGPLb2h1GiL9g2MAp', 'coin': 'NMC'}, {'path': ""m/44'/20'/0'/0"", 'address': 'DHgdvXHP8jxvDRUeDAiTgZg1TmZgMczr18', 'coin': 'DGB'}, {'path': ""m/44'/3'/0'/0"", 'address': 'DF9VZLHpcrJicNqNmY1ufYDPGMQkKEamGJ', 'coin': 'DOGE'}, {'path': ""m/44'/145'/0'/0"", 'address': 'bitcoincash:qrgs5lssmp8lp0er0069w6u46fqulenpng3y07nz5p', 'coin': 'BCH'}, {'path': ""m/44'/22'/0'/0"", 'address': 'M8eSh1iGemnEHmtrxPj1KE6UBtzd8HLSdj', 'coin': 'MONA'}, {'derivationPath': ""m/44'/1729'/0'/0'"", 'address': 'tz1Wx44usok9fqn51T4FDwupGhYnD7aktqZr', 'coin': 'TEZOS'}]"	QmcCCv98yfZzHH5ckYV7rVJgCi75cMi39bXtie8w8Xq4p6		trait_type,value			Sarutobi Island [Emblem Vault]			[{'coin': 'XCP', 'name': 'NINJASUIT', 'balance': 1, 'type': 'nft', 'external_url': 'https://xchain.io/asset/NINJASUIT', 'image': 'https://xchain.io/img/cards/NINJASUIT.gif', 'project': 'Sarutobi Island', 'projectLogo': 'sarutobi-island.jpg', 'projectSite': 'http://mandelduck.com/sarutobiisland/', 'price': 0, 'percentage': 0}]	False	0	10011981040116601			0x82C7a8f707110f5FBb16184A5933E9F78a34c6ab		True						NINJASUIT (1/200, 2016) SARUTOBI ISLAND	https://emblem.finance/nft?id=10011981040116601	Emblem Vault [Ethereum]						False		mainnet				0x9a196304008df37bab4cedb80e6de09cfb3d949a05c490abf0c68c32124c92ee2f4f03037f0180c80007a45aaf001438fc67d5c9b69c25628649a49e8438370c1c				True	"NINJASUIT is the 1st SaruTobi token issued in May 2016.

Supply: 200

Early Multiverse NFT 1st ever tokenized gaming skin."					6473254772440037			NINJASUIT 				QmdE7kKCUGGgJHWC3z8Qm7YH286a8AhRDFvUKbiaRpxUMH		curated			unclaimed							
	0x6dacCC452902b0668BC35BFe3aFb44fD9F768D29	https://api.emblemvault.io/s:evmetadata/unframed/ipfs/10011981040116601										"[{'path': ""m/44'/0'/0'/0"", 'address': '12KsEjFjgcA6nDWGWMfDFBVCEkCwuEGCeS', 'coin': 'BTC'}, {'path': ""m/44'/60'/0'/0"", 'address': '0xaB017fb55D96581239aa681171d5A33918046EC5', 'coin': 'ETH'}, {'path': ""m/44'/2'/0'/0"", 'address': 'LY4GmrqyyF5hGd8e8XwLh8GUtyscS3dTsw', 'coin': 'LTC'}, {'path': ""m/44'/7'/0'/0"", 'address': 'NKBYGgpgT7ooYWoiZoGPLb2h1GiL9g2MAp', 'coin': 'NMC'}, {'path': ""m/44'/20'/0'/0"", 'address': 'DHgdvXHP8jxvDRUeDAiTgZg1TmZgMczr18', 'coin': 'DGB'}, {'path': ""m/44'/3'/0'/0"", 'address': 'DF9VZLHpcrJicNqNmY1ufYDPGMQkKEamGJ', 'coin': 'DOGE'}, {'path': ""m/44'/145'/0'/0"", 'address': 'bitcoincash:qrgs5lssmp8lp0er0069w6u46fqulenpng3y07nz5p', 'coin': 'BCH'}, {'path': ""m/44'/22'/0'/0"", 'address': 'M8eSh1iGemnEHmtrxPj1KE6UBtzd8HLSdj', 'coin': 'MONA'}, {'derivationPath': ""m/44'/1729'/0'/0'"", 'address': 'tz1Wx44usok9fqn51T4FDwupGhYnD7aktqZr', 'coin': 'TEZOS'}]"	QmcCCv98yfZzHH5ckYV7rVJgCi75cMi39bXtie8w8Xq4p6		trait_type,value			Sarutobi Island [Emblem Vault]			[{'coin': 'XCP', 'name': 'NINJASUIT', 'balance': 1, 'type': 'nft', 'external_url': 'https://xchain.io/asset/NINJASUIT', 'image': 'https://xchain.io/img/cards/NINJASUIT.gif', 'project': 'Sarutobi Island', 'projectLogo': 'sarutobi-island.jpg', 'projectSite': 'http://mandelduck.com/sarutobiisland/', 'price': 0, 'percentage': 0}]	False	0	10011981040116601			0x82C7a8f707110f5FBb16184A5933E9F78a34c6ab		True						NINJASUIT (1/200, 2016) SARUTOBI ISLAND	https://emblem.finance/nft?id=10011981040116601	Emblem Vault [Ethereum]						False		mainnet				0x9a196304008df37bab4cedb80e6de09cfb3d949a05c490abf0c68c32124c92ee2f4f03037f0180c80007a45aaf001438fc67d5c9b69c25628649a49e8438370c1c				True	"NINJASUIT is the 1st SaruTobi token issued in May 2016.

Supply: 200

Early Multiverse NFT 1st ever tokenized gaming skin."					6473254772440037			NINJASUIT 				QmdE7kKCUGGgJHWC3z8Qm7YH286a8AhRDFvUKbiaRpxUMH		curated			unclaimed							
		ipfs://QmfNcU57Jg88Xr38P6x8jvL7g8nwiK21fft9izmmvjRUMW/100.png													trait_type,value												0xF1268733C6FB05EF6bE9cF23d24436Dcd6E0B35E								Desperate ApeWife #100																											DAW is an 																
		ipfs://QmfNcU57Jg88Xr38P6x8jvL7g8nwiK21fft9izmmvjRUMW/1001.png													trait_type,value												0xF1268733C6FB05EF6bE9cF23d24436Dcd6E0B35E								Desperate ApeWife #1001																											DAW is an 																
		ipfs://QmfNcU57Jg88Xr38P6x8jvL7g8nwiK21fft9izmmvjRUMW/1002.png													trait_type,value												0xF1268733C6FB05EF6bE9cF23d24436Dcd6E0B35E								Desperate ApeWife #1002																											DAW is an 																
		ipfs://QmPFQTBcpegvT1Q7u5N1Jhr3DAg7X8BLtWYvCFVRcK1ube/1011.jpg													trait_type,value												0xbe0D6Bc297d85A41a75173932E9Db9C19DDdA523								#1011																																											
		ipfs://QmPFQTBcpegvT1Q7u5N1Jhr3DAg7X8BLtWYvCFVRcK1ube/1016.jpg													trait_type,value												0xbe0D6Bc297d85A41a75173932E9Db9C19DDdA523								#1016																																											
		ipfs://QmR6w5EjDfRthQrcu8A6fo9jFdEUSmXCSGWg1qAcXnwKXL													trait_type,value												0xbe0D6Bc297d85A41a75173932E9Db9C19DDdA523								#1018																											???																
		https://entities.mypinata.cloud/ipfs/QmSfPbfwN6vSfXyaKtwrhmQrjyFBAbPEjVTMvsh3Su6uzC													trait_type,value												0xb5068f4f23Ce76F6f9e789e39b390de176A21E7f																																																			
		https://entities.mypinata.cloud/ipfs/QmZuBjyFUMT9iAYC5XJKkZGRvrE9GjfTdGYdQ9JA2S1Uny													trait_type,value												0xb5068f4f23Ce76F6f9e789e39b390de176A21E7f																																																			
		https://entities.mypinata.cloud/ipfs/QmXnr7XjNXta17b122ZnwuzXVZzKgah61bVwwhzEAHKpZ1													trait_type,value												0xb5068f4f23Ce76F6f9e789e39b390de176A21E7f																																																			
		ipfs://Qmeer9TrJCiPjrFf55W8NrL8ygYHVbpJSvPBDA9M4Jgx1G													trait_type,value												0xc9E3Ca32CAaA6ee67476C5d35d4B8ec64F58D4Ad								RUG PULL FREN #100	ipfs://Qmeer9TrJCiPjrFf55W8NrL8ygYHVbpJSvPBDA9M4Jgx1G																										Rug Pull F																
		ipfs://QmZV2rNxYsqi7KqixpU7C18R98cLhvAVFsNPHpGbBCyhYK													trait_type,value												0xc9E3Ca32CAaA6ee67476C5d35d4B8ec64F58D4Ad								RUG PULL FREN #1005	https://rugpullfrens.art/asset/?token_id=1005																										Rug Pull F																
		ipfs://QmVTvh9bsQJEbznhBftzT3TRPEzSQWNTAKL2UHRbyz5DTW													trait_type,value												0xc9E3Ca32CAaA6ee67476C5d35d4B8ec64F58D4Ad								RUG PULL FREN #1008	https://rugpullfrens.art/asset/?token_id=1008																										Rug Pull F																
		https://doobits.org/image/10003.png													trait_type,value												0x587c93251DfcEB987a84B85A52F9489d2aC820A7								Doobit Plus #10003	https://doobits.org/doobit/10003																										Doobits Pl																
		https://doobits.org/image/10004.png													trait_type,value												0x587c93251DfcEB987a84B85A52F9489d2aC820A7								Doobit Plus #10004	https://doobits.org/doobit/10004																										Doobits Pl																
		https://doobits.org/image/10005.png													trait_type,value												0x587c93251DfcEB987a84B85A52F9489d2aC820A7								Doobit Plus #10005	https://doobits.org/doobit/10005																										Doobits Pl																
